序号,综合评价,排名
5132,0.3879,1382
5279,0.3878,1383
3282,0.3877,1384
127,0.3875,1385
3430,0.3873,1386
4845,0.3871,1387
2721,0.3870,1388
4908,0.3869,1389
512,0.3867,1390
1571,0.3867,1391
1823,0.3866,1392
4965,0.3864,1393
2491,0.3863,1394
1509,0.3863,1395
1782,0.3861,1396
2976,0.3858,1397
5362,0.3858,1398
3700,0.3858,1399
4411,0.3856,1400
2338,0.3856,1401
2498,0.3855,1402
4737,0.3854,1403
5339,0.3853,1404
2773,0.3852,1405
1448,0.3851,1406
3293,0.3850,1407
2287,0.3849,1408
1672,0.3847,1409
140,0.3847,1410
318,0.3845,1411
4785,0.3844,1412
3558,0.3844,1413
5247,0.3843,1414
4763,0.3842,1415
283,0.3840,1416
926,0.3840,1417
197,0.3839,1418
1260,0.3837,1419
31,0.3836,1420
3189,0.3836,1421
1263,0.3834,1422
4161,0.3834,1423
5173,0.3832,1424
622,0.3832,1425
2634,0.3832,1426
2524,0.3830,1427
4371,0.3830,1428
5083,0.3829,1429
1583,0.3828,1430
356,0.3828,1431
5244,0.3826,1432
3328,0.3822,1433
3987,0.3822,1434
2548,0.3821,1435
1026,0.3821,1436
323,0.3820,1437
1556,0.3817,1438
5306,0.3817,1439
3424,0.3817,1440
3116,0.3817,1441
4423,0.3816,1442
4491,0.3815,1443
2379,0.3815,1444
4224,0.3814,1445
3014,0.3813,1446
3938,0.3813,1447
3027,0.3812,1448
3387,0.3811,1449
467,0.3810,1450
3060,0.3809,1451
4593,0.3808,1452
4582,0.3808,1453
496,0.3808,1454
3446,0.3808,1455
4050,0.3808,1456
1951,0.3806,1457
71,0.3805,1458
2106,0.3804,1459
1450,0.3803,1460
3539,0.3802,1461
2079,0.3802,1462
2986,0.3802,1463
3208,0.3801,1464
969,0.3801,1465
3214,0.3799,1466
4209,0.3798,1467
238,0.3795,1468
74,0.3794,1469
3559,0.3793,1470
3203,0.3791,1471
2486,0.3790,1472
3264,0.3789,1473
1267,0.3786,1474
1681,0.3786,1475
5355,0.3784,1476
3695,0.3783,1477
1313,0.3783,1478
1430,0.3783,1479
4751,0.3782,1480
3089,0.3782,1481
4923,0.3781,1482
3333,0.3779,1483
5399,0.3778,1484
835,0.3778,1485
3314,0.3777,1486
3260,0.3777,1487
2292,0.3775,1488
1984,0.3774,1489
4434,0.3773,1490
3268,0.3773,1491
4256,0.3772,1492
1151,0.3770,1493
2628,0.3768,1494
2462,0.3767,1495
844,0.3766,1496
2004,0.3760,1497
3843,0.3758,1498
617,0.3757,1499
125,0.3756,1500
2851,0.3751,1501
2947,0.3750,1502
579,0.3750,1503
2173,0.3747,1504
4906,0.3747,1505
5272,0.3747,1506
2797,0.3747,1507
2184,0.3746,1508
3182,0.3746,1509
165,0.3745,1510
1581,0.3745,1511
4724,0.3745,1512
371,0.3744,1513
377,0.3743,1514
4521,0.3742,1515
4896,0.3741,1516
5122,0.3741,1517
916,0.3740,1518
1619,0.3734,1519
3236,0.3732,1520
5353,0.3730,1521
338,0.3729,1522
3581,0.3728,1523
2219,0.3727,1524
3360,0.3727,1525
1081,0.3727,1526
461,0.3726,1527
3686,0.3724,1528
1473,0.3724,1529
2490,0.3720,1530
703,0.3720,1531
3773,0.3718,1532
110,0.3717,1533
4675,0.3715,1534
2841,0.3714,1535
2294,0.3713,1536
4458,0.3712,1537
4788,0.3712,1538
1785,0.3710,1539
493,0.3710,1540
3923,0.3709,1541
1654,0.3708,1542
5192,0.3708,1543
245,0.3707,1544
1180,0.3705,1545
4730,0.3705,1546
2999,0.3704,1547
1243,0.3704,1548
325,0.3704,1549
4912,0.3702,1550
2714,0.3702,1551
1564,0.3701,1552
1766,0.3700,1553
592,0.3699,1554
1122,0.3699,1555
2057,0.3699,1556
3615,0.3698,1557
3188,0.3698,1558
1090,0.3696,1559
5126,0.3693,1560
1689,0.3693,1561
3413,0.3692,1562
2116,0.3691,1563
3354,0.3691,1564
372,0.3691,1565
956,0.3690,1566
516,0.3689,1567
1014,0.3688,1568
3932,0.3688,1569
3457,0.3688,1570
2657,0.3686,1571
1653,0.3686,1572
4958,0.3686,1573
2738,0.3682,1574
1329,0.3682,1575
4288,0.3682,1576
1914,0.3680,1577
378,0.3679,1578
1637,0.3678,1579
1539,0.3677,1580
1398,0.3676,1581
456,0.3675,1582
270,0.3675,1583
2330,0.3673,1584
3461,0.3673,1585
1888,0.3673,1586
1230,0.3670,1587
475,0.3669,1588
77,0.3668,1589
1484,0.3666,1590
919,0.3666,1591
4527,0.3666,1592
1093,0.3665,1593
5364,0.3663,1594
2245,0.3663,1595
1991,0.3661,1596
4356,0.3660,1597
1477,0.3659,1598
3151,0.3659,1599
2128,0.3658,1600
5130,0.3657,1601
4620,0.3657,1602
3602,0.3657,1603
1910,0.3657,1604
4745,0.3656,1605
107,0.3654,1606
4898,0.3653,1607
739,0.3652,1608
3754,0.3652,1609
5332,0.3648,1610
1585,0.3648,1611
2989,0.3644,1612
4842,0.3644,1613
2791,0.3643,1614
4559,0.3643,1615
2012,0.3641,1616
5125,0.3640,1617
1204,0.3640,1618
4221,0.3640,1619
1359,0.3639,1620
5163,0.3634,1621
460,0.3634,1622
3217,0.3634,1623
3973,0.3634,1624
4024,0.3633,1625
1413,0.3633,1626
5239,0.3632,1627
3756,0.3632,1628
2511,0.3632,1629
2600,0.3632,1630
1820,0.3629,1631
3978,0.3628,1632
2255,0.3628,1633
3475,0.3626,1634
4741,0.3625,1635
3827,0.3624,1636
3956,0.3624,1637
1113,0.3623,1638
4951,0.3621,1639
2509,0.3619,1640
798,0.3619,1641
4431,0.3618,1642
638,0.3618,1643
3880,0.3617,1644
2577,0.3615,1645
1600,0.3615,1646
3200,0.3614,1647
5198,0.3612,1648
2420,0.3611,1649
2233,0.3610,1650
1909,0.3610,1651
1414,0.3608,1652
1478,0.3608,1653
234,0.3607,1654
394,0.3604,1655
2697,0.3600,1656
4096,0.3599,1657
5303,0.3599,1658
2259,0.3599,1659
85,0.3596,1660
309,0.3595,1661
1279,0.3594,1662
4597,0.3594,1663
3276,0.3593,1664
2510,0.3593,1665
156,0.3591,1666
4516,0.3591,1667
738,0.3590,1668
4973,0.3590,1669
1758,0.3589,1670
3894,0.3587,1671
3494,0.3587,1672
2172,0.3586,1673
3783,0.3583,1674
3933,0.3583,1675
3375,0.3582,1676
4714,0.3582,1677
282,0.3582,1678
2281,0.3580,1679
5271,0.3580,1680
379,0.3579,1681
4341,0.3579,1682
4333,0.3578,1683
4134,0.3577,1684
417,0.3577,1685
445,0.3576,1686
2883,0.3576,1687
5067,0.3576,1688
2802,0.3575,1689
2499,0.3574,1690
4336,0.3573,1691
5325,0.3572,1692
3906,0.3572,1693
2295,0.3572,1694
4290,0.3572,1695
4565,0.3570,1696
2925,0.3567,1697
491,0.3564,1698
1203,0.3564,1699
1,0.3564,1700
1592,0.3562,1701
589,0.3562,1702
947,0.3561,1703
5351,0.3560,1704
3861,0.3556,1705
1370,0.3554,1706
28,0.3554,1707
3540,0.3553,1708
4771,0.3550,1709
6,0.3546,1710
2446,0.3546,1711
136,0.3545,1712
3164,0.3545,1713
2771,0.3542,1714
4649,0.3541,1715
702,0.3540,1716
2811,0.3539,1717
2324,0.3539,1718
1897,0.3537,1719
2160,0.3536,1720
3131,0.3535,1721
1469,0.3532,1722
4589,0.3530,1723
1831,0.3530,1724
310,0.3530,1725
2435,0.3529,1726
3966,0.3528,1727
498,0.3526,1728
4916,0.3526,1729
4295,0.3525,1730
3927,0.3524,1731
2183,0.3521,1732
4523,0.3520,1733
2821,0.3519,1734
774,0.3518,1735
532,0.3515,1736
1157,0.3515,1737
3437,0.3513,1738
1550,0.3511,1739
2537,0.3508,1740
4166,0.3505,1741
541,0.3502,1742
7,0.3502,1743
1971,0.3500,1744
3436,0.3499,1745
4382,0.3499,1746
2359,0.3497,1747
824,0.3497,1748
4508,0.3495,1749
953,0.3494,1750
2082,0.3492,1751
135,0.3490,1752
5093,0.3489,1753
4609,0.3488,1754
3459,0.3487,1755
98,0.3485,1756
414,0.3484,1757
1720,0.3483,1758
5019,0.3482,1759
2690,0.3481,1760
2112,0.3481,1761
2799,0.3481,1762
2300,0.3481,1763
1369,0.3481,1764
3825,0.3481,1765
2090,0.3481,1766
4615,0.3480,1767
615,0.3478,1768
5391,0.3477,1769
390,0.3477,1770
1303,0.3476,1771
4922,0.3476,1772
5194,0.3475,1773
4067,0.3473,1774
1743,0.3473,1775
4761,0.3472,1776
3901,0.3471,1777
847,0.3470,1778
3848,0.3469,1779
5123,0.3469,1780
473,0.3466,1781
2587,0.3466,1782
1711,0.3465,1783
1718,0.3463,1784
113,0.3463,1785
1178,0.3463,1786
4465,0.3462,1787
99,0.3462,1788
3465,0.3461,1789
2928,0.3459,1790
2029,0.3459,1791
3623,0.3458,1792
49,0.3458,1793
1680,0.3457,1794
4390,0.3457,1795
578,0.3456,1796
2622,0.3456,1797
2372,0.3455,1798
2949,0.3453,1799
4190,0.3451,1800
4578,0.3451,1801
2844,0.3449,1802
2272,0.3449,1803
4955,0.3448,1804
4257,0.3448,1805
2781,0.3446,1806
137,0.3445,1807
4979,0.3444,1808
1206,0.3444,1809
2368,0.3444,1810
3367,0.3441,1811
5048,0.3441,1812
1774,0.3440,1813
3391,0.3440,1814
2045,0.3437,1815
3120,0.3437,1816
3435,0.3433,1817
3138,0.3433,1818
5240,0.3433,1819
168,0.3432,1820
4858,0.3430,1821
2782,0.3429,1822
826,0.3429,1823
2449,0.3429,1824
920,0.3429,1825
2095,0.3428,1826
3240,0.3428,1827
3585,0.3428,1828
4292,0.3427,1829
5149,0.3427,1830
4943,0.3426,1831
1325,0.3426,1832
124,0.3425,1833
564,0.3423,1834
2192,0.3423,1835
519,0.3423,1836
1640,0.3423,1837
3672,0.3421,1838
444,0.3421,1839
1584,0.3417,1840
4639,0.3417,1841
3549,0.3417,1842
3286,0.3416,1843
819,0.3415,1844
2317,0.3415,1845
215,0.3415,1846
965,0.3413,1847
2930,0.3412,1848
454,0.3412,1849
4823,0.3411,1850
3366,0.3410,1851
340,0.3410,1852
2358,0.3409,1853
2244,0.3409,1854
2929,0.3409,1855
993,0.3408,1856
2081,0.3407,1857
3568,0.3406,1858
3355,0.3406,1859
4318,0.3405,1860
4187,0.3405,1861
3099,0.3404,1862
514,0.3404,1863
2893,0.3402,1864
3168,0.3401,1865
2732,0.3400,1866
4468,0.3400,1867
1683,0.3400,1868
359,0.3399,1869
4764,0.3398,1870
3681,0.3396,1871
4558,0.3395,1872
5357,0.3395,1873
3595,0.3395,1874
3247,0.3394,1875
3726,0.3394,1876
1242,0.3393,1877
453,0.3393,1878
3266,0.3393,1879
4303,0.3393,1880
4378,0.3393,1881
4452,0.3392,1882
4301,0.3392,1883
1709,0.3391,1884
3762,0.3390,1885
2824,0.3389,1886
4658,0.3388,1887
2555,0.3388,1888
4894,0.3387,1889
5288,0.3386,1890
2091,0.3386,1891
2206,0.3385,1892
1024,0.3384,1893
3577,0.3384,1894
2519,0.3382,1895
418,0.3381,1896
941,0.3380,1897
1690,0.3378,1898
2912,0.3378,1899
4116,0.3376,1900
2636,0.3375,1901
4611,0.3375,1902
4799,0.3375,1903
2191,0.3375,1904
1172,0.3374,1905
4798,0.3374,1906
5372,0.3371,1907
1603,0.3371,1908
5374,0.3370,1909
18,0.3370,1910
3710,0.3369,1911
472,0.3368,1912
1531,0.3367,1913
3433,0.3367,1914
382,0.3366,1915
5356,0.3366,1916
4716,0.3366,1917
1493,0.3364,1918
2056,0.3364,1919
1382,0.3364,1920
4080,0.3363,1921
3201,0.3362,1922
4566,0.3362,1923
2342,0.3361,1924
3968,0.3361,1925
506,0.3360,1926
22,0.3360,1927
237,0.3360,1928
2691,0.3360,1929
5011,0.3359,1930
1607,0.3358,1931
4801,0.3358,1932
320,0.3356,1933
4259,0.3355,1934
2250,0.3355,1935
1958,0.3355,1936
2814,0.3354,1937
150,0.3354,1938
1333,0.3354,1939
476,0.3351,1940
1468,0.3348,1941
4018,0.3346,1942
4832,0.3344,1943
3378,0.3344,1944
1630,0.3344,1945
2019,0.3344,1946
4045,0.3343,1947
4966,0.3343,1948
3464,0.3341,1949
1857,0.3341,1950
4226,0.3339,1951
2061,0.3337,1952
2470,0.3337,1953
5060,0.3337,1954
860,0.3333,1955
1295,0.3332,1956
2296,0.3331,1957
1409,0.3331,1958
177,0.3331,1959
2140,0.3328,1960
4339,0.3328,1961
4131,0.3327,1962
1195,0.3325,1963
5032,0.3325,1964
4326,0.3323,1965
2444,0.3322,1966
4253,0.3322,1967
4561,0.3321,1968
2754,0.3321,1969
1899,0.3319,1970
2768,0.3319,1971
4728,0.3318,1972
1561,0.3317,1973
4688,0.3315,1974
5383,0.3314,1975
5401,0.3314,1976
2692,0.3312,1977
5209,0.3311,1978
3957,0.3310,1979
1634,0.3309,1980
4079,0.3308,1981
2182,0.3308,1982
2550,0.3306,1983
2913,0.3305,1984
1445,0.3305,1985
2466,0.3304,1986
3395,0.3303,1987
1497,0.3303,1988
272,0.3303,1989
4924,0.3303,1990
424,0.3302,1991
141,0.3301,1992
2003,0.3301,1993
2125,0.3300,1994
5207,0.3300,1995
4793,0.3299,1996
4157,0.3298,1997
5159,0.3298,1998
1860,0.3297,1999
2053,0.3296,2000
2264,0.3293,2001
2784,0.3293,2002
4148,0.3293,2003
3341,0.3292,2004
3418,0.3292,2005
3187,0.3290,2006
3414,0.3289,2007
3789,0.3287,2008
4927,0.3287,2009
840,0.3286,2010
2948,0.3286,2011
2702,0.3282,2012
2534,0.3281,2013
3804,0.3281,2014
1273,0.3280,2015
928,0.3280,2016
1512,0.3280,2017
3912,0.3279,2018
3994,0.3279,2019
3259,0.3278,2020
3177,0.3277,2021
3974,0.3277,2022
5346,0.3275,2023
3991,0.3275,2024
2767,0.3275,2025
248,0.3275,2026
4978,0.3274,2027
4861,0.3274,2028
1391,0.3273,2029
2952,0.3272,2030
4882,0.3271,2031
4522,0.3268,2032
4837,0.3268,2033
1925,0.3267,2034
3965,0.3266,2035
3579,0.3265,2036
3526,0.3263,2037
161,0.3263,2038
4819,0.3262,2039
3232,0.3260,2040
87,0.3260,2041
5059,0.3258,2042
1928,0.3258,2043
352,0.3258,2044
5137,0.3257,2045
3582,0.3257,2046
5313,0.3256,2047
3320,0.3255,2048
3896,0.3255,2049
5413,0.3254,2050
2734,0.3252,2051
4667,0.3252,2052
1716,0.3251,2053
3481,0.3251,2054
2513,0.3251,2055
4644,0.3251,2056
3859,0.3250,2057
2475,0.3249,2058
1554,0.3248,2059
2916,0.3246,2060
1154,0.3246,2061
3291,0.3246,2062
1229,0.3246,2063
1733,0.3244,2064
3909,0.3244,2065
1546,0.3244,2066
3372,0.3244,2067
4443,0.3243,2068
3915,0.3243,2069
2223,0.3243,2070
494,0.3242,2071
542,0.3241,2072
3575,0.3241,2073
3057,0.3240,2074
3441,0.3239,2075
5336,0.3239,2076
3223,0.3239,2077
3045,0.3239,2078
1907,0.3238,2079
2149,0.3236,2080
3722,0.3235,2081
910,0.3235,2082
3793,0.3235,2083
3381,0.3234,2084
4129,0.3234,2085
4349,0.3230,2086
3795,0.3229,2087
133,0.3229,2088
1643,0.3227,2089
3511,0.3227,2090
4484,0.3226,2091
3971,0.3226,2092
608,0.3225,2093
3154,0.3224,2094
3269,0.3222,2095
2665,0.3222,2096
2452,0.3222,2097
5217,0.3222,2098
2291,0.3221,2099
405,0.3221,2100
4391,0.3221,2101
2536,0.3221,2102
4810,0.3218,2103
1952,0.3217,2104
627,0.3215,2105
3662,0.3214,2106
4851,0.3212,2107
2922,0.3212,2108
4230,0.3211,2109
4111,0.3210,2110
797,0.3209,2111
1072,0.3209,2112
5046,0.3206,2113
78,0.3203,2114
4750,0.3202,2115
1146,0.3202,2116
639,0.3201,2117
4145,0.3201,2118
3070,0.3200,2119
2341,0.3200,2120
2795,0.3200,2121
2086,0.3200,2122
2465,0.3197,2123
3453,0.3195,2124
3592,0.3195,2125
1319,0.3195,2126
3261,0.3195,2127
437,0.3189,2128
2311,0.3186,2129
2640,0.3185,2130
4089,0.3185,2131
1626,0.3182,2132
943,0.3182,2133
4702,0.3181,2134
4694,0.3180,2135
3677,0.3180,2136
4606,0.3180,2137
1187,0.3178,2138
4077,0.3173,2139
3571,0.3171,2140
2819,0.3171,2141
4640,0.3166,2142
2043,0.3165,2143
4273,0.3165,2144
2221,0.3165,2145
766,0.3164,2146
2609,0.3164,2147
4981,0.3164,2148
2068,0.3163,2149
4,0.3163,2150
3659,0.3163,2151
3554,0.3162,2152
3941,0.3162,2153
626,0.3161,2154
4754,0.3161,2155
3351,0.3160,2156
911,0.3160,2157
173,0.3160,2158
2208,0.3159,2159
5344,0.3158,2160
4426,0.3158,2161
1727,0.3158,2162
515,0.3157,2163
4234,0.3156,2164
1389,0.3154,2165
2871,0.3151,2166
5255,0.3150,2167
232,0.3150,2168
162,0.3149,2169
342,0.3149,2170
255,0.3148,2171
220,0.3148,2172
2101,0.3147,2173
2552,0.3147,2174
2817,0.3146,2175
2595,0.3145,2176
1959,0.3143,2177
4910,0.3142,2178
518,0.3141,2179
4380,0.3140,2180
605,0.3139,2181
4143,0.3139,2182
3869,0.3139,2183
2190,0.3136,2184
4072,0.3136,2185
5315,0.3135,2186
2388,0.3135,2187
851,0.3134,2188
96,0.3134,2189
4931,0.3132,2190
5064,0.3132,2191
24,0.3130,2192
2602,0.3130,2193
3696,0.3129,2194
930,0.3127,2195
5045,0.3126,2196
4880,0.3124,2197
447,0.3118,2198
3887,0.3118,2199
2386,0.3117,2200
3730,0.3117,2201
1086,0.3110,2202
2266,0.3110,2203
3048,0.3110,2204
927,0.3109,2205
2862,0.3108,2206
3199,0.3107,2207
239,0.3104,2208
4570,0.3103,2209
2576,0.3103,2210
973,0.3103,2211
2840,0.3100,2212
3578,0.3099,2213
3715,0.3099,2214
51,0.3099,2215
2224,0.3099,2216
3327,0.3098,2217
857,0.3097,2218
3280,0.3095,2219
2936,0.3095,2220
1749,0.3095,2221
3332,0.3093,2222
3198,0.3093,2223
1839,0.3092,2224
4498,0.3090,2225
5257,0.3089,2226
4580,0.3089,2227
1287,0.3088,2228
2868,0.3087,2229
5150,0.3086,2230
1913,0.3086,2231
3098,0.3084,2232
3618,0.3083,2233
2278,0.3083,2234
5223,0.3083,2235
1725,0.3083,2236
4402,0.3083,2237
4987,0.3082,2238
3427,0.3081,2239
3865,0.3080,2240
1900,0.3080,2241
5119,0.3079,2242
3676,0.3078,2243
2567,0.3077,2244
1931,0.3076,2245
1614,0.3075,2246
2935,0.3073,2247
3383,0.3072,2248
1848,0.3072,2249
531,0.3069,2250
1945,0.3068,2251
3652,0.3066,2252
3935,0.3066,2253
4651,0.3066,2254
3922,0.3066,2255
3792,0.3064,2256
2167,0.3064,2257
469,0.3064,2258
3799,0.3064,2259
1618,0.3064,2260
1150,0.3062,2261
3502,0.3061,2262
586,0.3061,2263
4555,0.3061,2264
807,0.3060,2265
4422,0.3058,2266
3954,0.3057,2267
1502,0.3056,2268
3007,0.3056,2269
3051,0.3055,2270
2258,0.3055,2271
4455,0.3053,2272
3693,0.3052,2273
3409,0.3052,2274
1920,0.3051,2275
2753,0.3050,2276
3289,0.3049,2277
1212,0.3049,2278
1177,0.3049,2279
2262,0.3048,2280
2750,0.3048,2281
262,0.3046,2282
3439,0.3046,2283
336,0.3046,2284
4214,0.3042,2285
2058,0.3042,2286
1304,0.3042,2287
1268,0.3041,2288
29,0.3040,2289
2970,0.3040,2290
1922,0.3040,2291
235,0.3039,2292
2109,0.3039,2293
4172,0.3037,2294
4223,0.3036,2295
2351,0.3035,2296
365,0.3035,2297
2094,0.3034,2298
2437,0.3034,2299
4934,0.3033,2300
2193,0.3032,2301
180,0.3031,2302
3515,0.3031,2303
1901,0.3028,2304
2901,0.3026,2305
2014,0.3026,2306
2253,0.3025,2307
3370,0.3025,2308
1872,0.3025,2309
2165,0.3023,2310
109,0.3022,2311
2385,0.3022,2312
3449,0.3021,2313
3942,0.3021,2314
1168,0.3021,2315
2060,0.3021,2316
440,0.3018,2317
219,0.3018,2318
4099,0.3017,2319
3647,0.3017,2320
2793,0.3014,2321
2050,0.3013,2322
5201,0.3013,2323
1773,0.3012,2324
396,0.3011,2325
184,0.3011,2326
885,0.3010,2327
1169,0.3009,2328
2428,0.3009,2329
2951,0.3009,2330
597,0.3008,2331
2211,0.3006,2332
3445,0.3005,2333
175,0.3005,2334
2118,0.3005,2335
2525,0.3004,2336
4768,0.3004,2337
369,0.3004,2338
2660,0.3004,2339
5376,0.3003,2340
852,0.3002,2341
3867,0.3002,2342
2792,0.3001,2343
3958,0.3001,2344
1211,0.2997,2345
3031,0.2997,2346
2512,0.2996,2347
4986,0.2995,2348
4902,0.2995,2349
740,0.2995,2350
4994,0.2994,2351
1658,0.2994,2352
4232,0.2990,2353
4575,0.2990,2354
2062,0.2990,2355
1586,0.2987,2356
876,0.2986,2357
4207,0.2985,2358
421,0.2983,2359
2848,0.2979,2360
4222,0.2979,2361
5108,0.2978,2362
3288,0.2978,2363
3251,0.2975,2364
602,0.2974,2365
872,0.2974,2366
5148,0.2974,2367
3225,0.2973,2368
353,0.2972,2369
4760,0.2972,2370
2647,0.2971,2371
370,0.2970,2372
1139,0.2968,2373
4502,0.2968,2374
3911,0.2967,2375
1372,0.2966,2376
2378,0.2966,2377
4210,0.2966,2378
1466,0.2965,2379
3426,0.2964,2380
190,0.2964,2381
5124,0.2963,2382
795,0.2962,2383
4101,0.2962,2384
4935,0.2960,2385
3021,0.2960,2386
91,0.2958,2387
1219,0.2957,2388
1254,0.2957,2389
3067,0.2957,2390
3284,0.2957,2391
2374,0.2956,2392
1251,0.2956,2393
3849,0.2955,2394
2686,0.2955,2395
3919,0.2954,2396
4440,0.2953,2397
5054,0.2953,2398
2515,0.2951,2399
1529,0.2951,2400
1118,0.2950,2401
5212,0.2950,2402
3373,0.2949,2403
256,0.2948,2404
1861,0.2948,2405
958,0.2946,2406
1551,0.2946,2407
471,0.2945,2408
2932,0.2945,2409
945,0.2945,2410
4772,0.2945,2411
442,0.2944,2412
667,0.2942,2413
3466,0.2942,2414
823,0.2942,2415
4505,0.2941,2416
4884,0.2941,2417
2718,0.2940,2418
2236,0.2940,2419
1670,0.2940,2420
1843,0.2939,2421
132,0.2938,2422
5203,0.2937,2423
2543,0.2935,2424
2631,0.2935,2425
285,0.2933,2426
4700,0.2931,2427
3616,0.2931,2428
4840,0.2931,2429
4083,0.2931,2430
583,0.2930,2431
1232,0.2929,2432
4928,0.2929,2433
3406,0.2929,2434
3760,0.2928,2435
4733,0.2927,2436
225,0.2927,2437
479,0.2926,2438
580,0.2925,2439
2297,0.2925,2440
4008,0.2924,2441
3104,0.2924,2442
1884,0.2924,2443
12,0.2923,2444
4152,0.2923,2445
1744,0.2922,2446
1719,0.2922,2447
2176,0.2921,2448
3638,0.2921,2449
3283,0.2921,2450
2237,0.2920,2451
1828,0.2920,2452
1771,0.2919,2453
10,0.2919,2454
2202,0.2918,2455
4915,0.2915,2456
1099,0.2915,2457
2326,0.2914,2458
2780,0.2913,2459
3339,0.2913,2460
60,0.2912,2461
2757,0.2912,2462
5275,0.2909,2463
4534,0.2909,2464
4587,0.2909,2465
1601,0.2908,2466
489,0.2906,2467
2663,0.2906,2468
4662,0.2905,2469
4883,0.2905,2470
73,0.2905,2471
1666,0.2904,2472
2968,0.2902,2473
263,0.2902,2474
3175,0.2902,2475
4841,0.2901,2476
2316,0.2900,2477
3072,0.2900,2478
4321,0.2900,2479
2321,0.2897,2480
570,0.2896,2481
261,0.2896,2482
3983,0.2895,2483
5216,0.2894,2484
1379,0.2893,2485
599,0.2892,2486
2346,0.2890,2487
4993,0.2890,2488
3434,0.2888,2489
2137,0.2888,2490
3097,0.2886,2491
4857,0.2886,2492
259,0.2885,2493
820,0.2884,2494
3234,0.2883,2495
4930,0.2883,2496
5106,0.2883,2497
3425,0.2883,2498
2201,0.2880,2499
3210,0.2879,2500
3619,0.2879,2501
1929,0.2878,2502
2154,0.2878,2503
2518,0.2877,2504
4400,0.2877,2505
2629,0.2877,2506
2138,0.2877,2507
3349,0.2876,2508
2648,0.2875,2509
708,0.2875,2510
2005,0.2875,2511
61,0.2874,2512
2866,0.2873,2513
3630,0.2873,2514
2441,0.2872,2515
2920,0.2868,2516
2904,0.2868,2517
1511,0.2868,2518
3749,0.2867,2519
5274,0.2866,2520
1073,0.2865,2521
25,0.2864,2522
3856,0.2863,2523
549,0.2863,2524
3037,0.2863,2525
4843,0.2862,2526
2228,0.2862,2527
4424,0.2861,2528
1283,0.2860,2529
1677,0.2860,2530
1981,0.2859,2531
1668,0.2856,2532
1274,0.2855,2533
5092,0.2855,2534
2010,0.2854,2535
4081,0.2853,2536
2803,0.2853,2537
5291,0.2851,2538
4719,0.2850,2539
3301,0.2850,2540
3621,0.2850,2541
3078,0.2848,2542
468,0.2847,2543
5402,0.2847,2544
3400,0.2846,2545
4614,0.2846,2546
4574,0.2845,2547
1265,0.2844,2548
3421,0.2843,2549
1050,0.2843,2550
3921,0.2842,2551
2830,0.2840,2552
5400,0.2840,2553
1327,0.2839,2554
3126,0.2838,2555
2612,0.2837,2556
2454,0.2837,2557
3065,0.2836,2558
15,0.2836,2559
2331,0.2834,2560
1854,0.2833,2561
909,0.2833,2562
155,0.2832,2563
2809,0.2829,2564
2409,0.2829,2565
2487,0.2829,2566
1885,0.2828,2567
2766,0.2828,2568
2890,0.2827,2569
2489,0.2826,2570
2073,0.2824,2571
1777,0.2822,2572
5292,0.2822,2573
905,0.2821,2574
1312,0.2820,2575
4661,0.2818,2576
3277,0.2818,2577
4019,0.2816,2578
594,0.2816,2579
3468,0.2814,2580
5117,0.2811,2581
4899,0.2810,2582
3576,0.2810,2583
533,0.2810,2584
1694,0.2810,2585
3918,0.2809,2586
1191,0.2809,2587
47,0.2809,2588
4833,0.2808,2589
4029,0.2808,2590
5043,0.2806,2591
2727,0.2805,2592
4017,0.2805,2593
2099,0.2805,2594
3777,0.2804,2595
4430,0.2803,2596
3115,0.2803,2597
4217,0.2803,2598
4726,0.2802,2599
755,0.2802,2600
2448,0.2801,2601
4384,0.2801,2602
2315,0.2800,2603
5190,0.2800,2604
3725,0.2800,2605
2523,0.2799,2606
3910,0.2798,2607
4163,0.2797,2608
4711,0.2796,2609
5251,0.2796,2610
3415,0.2795,2611
299,0.2795,2612
3003,0.2793,2613
4501,0.2793,2614
398,0.2792,2615
2501,0.2791,2616
112,0.2789,2617
2355,0.2789,2618
601,0.2789,2619
1282,0.2788,2620
2597,0.2787,2621
2097,0.2785,2622
4346,0.2785,2623
3440,0.2784,2624
264,0.2784,2625
1647,0.2784,2626
3872,0.2781,2627
4437,0.2780,2628
2307,0.2780,2629
3008,0.2778,2630
3885,0.2778,2631
1998,0.2778,2632
1193,0.2778,2633
4878,0.2777,2634
5055,0.2776,2635
2516,0.2776,2636
5361,0.2776,2637
2606,0.2774,2638
892,0.2774,2639
2434,0.2773,2640
2616,0.2773,2641
2052,0.2772,2642
2129,0.2772,2643
3124,0.2770,2644
1092,0.2770,2645
4870,0.2770,2646
3450,0.2770,2647
3369,0.2768,2648
1933,0.2768,2649
322,0.2767,2650
1570,0.2767,2651
3081,0.2767,2652
593,0.2766,2653
2302,0.2765,2654
2238,0.2765,2655
4790,0.2764,2656
470,0.2762,2657
551,0.2762,2658
1604,0.2762,2659
4076,0.2758,2660
4097,0.2758,2661
2144,0.2758,2662
1252,0.2758,2663
308,0.2757,2664
19,0.2757,2665
1490,0.2757,2666
1125,0.2755,2667
121,0.2754,2668
4185,0.2754,2669
5015,0.2753,2670
2164,0.2753,2671
2788,0.2752,2672
4779,0.2752,2673
4202,0.2751,2674
