序号,综合评价,排名
2350,0.2751,2675
4159,0.2751,2676
600,0.2749,2677
1765,0.2747,2678
1296,0.2746,2679
5065,0.2746,2680
2147,0.2745,2681
2572,0.2744,2682
2179,0.2743,2683
3129,0.2743,2684
4122,0.2742,2685
3018,0.2742,2686
4385,0.2740,2687
4960,0.2739,2688
4551,0.2738,2689
1801,0.2738,2690
5191,0.2738,2691
3335,0.2737,2692
1609,0.2737,2693
555,0.2736,2694
1278,0.2735,2695
779,0.2733,2696
4023,0.2732,2697
1153,0.2732,2698
815,0.2732,2699
1722,0.2732,2700
1320,0.2731,2701
2400,0.2730,2702
101,0.2728,2703
3412,0.2727,2704
4091,0.2727,2705
3171,0.2726,2706
4241,0.2725,2707
94,0.2724,2708
4646,0.2724,2709
3173,0.2723,2710
5127,0.2723,2711
4746,0.2723,2712
4446,0.2723,2713
3176,0.2722,2714
5382,0.2722,2715
3022,0.2722,2716
2313,0.2722,2717
1186,0.2721,2718
1155,0.2721,2719
3990,0.2720,2720
4718,0.2720,2721
4240,0.2720,2722
4397,0.2720,2723
4298,0.2719,2724
4124,0.2717,2725
3641,0.2716,2726
3380,0.2716,2727
2689,0.2716,2728
4656,0.2715,2729
240,0.2715,2730
2074,0.2714,2731
30,0.2713,2732
3013,0.2713,2733
160,0.2713,2734
1892,0.2713,2735
3877,0.2712,2736
619,0.2712,2737
762,0.2712,2738
84,0.2712,2739
1158,0.2711,2740
1633,0.2711,2741
4031,0.2709,2742
4110,0.2709,2743
3157,0.2709,2744
4510,0.2708,2745
2248,0.2707,2746
1970,0.2706,2747
221,0.2705,2748
1355,0.2705,2749
196,0.2705,2750
4168,0.2703,2751
3993,0.2700,2752
5161,0.2700,2753
1574,0.2699,2754
1954,0.2698,2755
5170,0.2696,2756
1972,0.2695,2757
2194,0.2695,2758
236,0.2695,2759
2411,0.2694,2760
3514,0.2694,2761
4867,0.2692,2762
1208,0.2692,2763
62,0.2692,2764
4304,0.2690,2765
4982,0.2690,2766
354,0.2690,2767
2328,0.2689,2768
989,0.2688,2769
89,0.2688,2770
3850,0.2688,2771
2447,0.2686,2772
1317,0.2685,2773
505,0.2685,2774
1126,0.2684,2775
1874,0.2684,2776
4144,0.2684,2777
2991,0.2684,2778
296,0.2682,2779
554,0.2681,2780
360,0.2681,2781
1873,0.2679,2782
3469,0.2679,2783
5227,0.2679,2784
1311,0.2679,2785
5094,0.2679,2786
4610,0.2678,2787
1069,0.2677,2788
484,0.2677,2789
3137,0.2677,2790
1834,0.2676,2791
1794,0.2674,2792
1013,0.2672,2793
4664,0.2672,2794
981,0.2672,2795
4659,0.2672,2796
1673,0.2671,2797
187,0.2671,2798
3946,0.2670,2799
2008,0.2669,2800
2200,0.2669,2801
2314,0.2668,2802
1648,0.2668,2803
253,0.2667,2804
1715,0.2667,2805
2235,0.2665,2806
1646,0.2665,2807
1992,0.2664,2808
1112,0.2662,2809
3474,0.2661,2810
3541,0.2660,2811
1471,0.2658,2812
3936,0.2656,2813
1184,0.2656,2814
575,0.2655,2815
333,0.2655,2816
2051,0.2655,2817
163,0.2653,2818
1845,0.2652,2819
2477,0.2652,2820
821,0.2652,2821
3265,0.2651,2822
4547,0.2648,2823
3172,0.2646,2824
3552,0.2644,2825
4428,0.2643,2826
5317,0.2643,2827
1895,0.2641,2828
1783,0.2638,2829
2231,0.2636,2830
1904,0.2636,2831
986,0.2636,2832
192,0.2635,2833
3597,0.2634,2834
3215,0.2634,2835
244,0.2632,2836
3334,0.2632,2837
4631,0.2632,2838
3924,0.2630,2839
3899,0.2629,2840
2413,0.2629,2841
2744,0.2629,2842
1214,0.2626,2843
614,0.2626,2844
1380,0.2626,2845
566,0.2626,2846
1100,0.2624,2847
4509,0.2623,2848
2482,0.2623,2849
3101,0.2622,2850
3900,0.2621,2851
1563,0.2620,2852
1079,0.2619,2853
375,0.2619,2854
3948,0.2615,2855
4102,0.2615,2856
4136,0.2614,2857
4977,0.2613,2858
4535,0.2613,2859
788,0.2612,2860
4895,0.2611,2861
3363,0.2609,2862
2964,0.2609,2863
5345,0.2609,2864
1763,0.2608,2865
3038,0.2607,2866
2827,0.2607,2867
1786,0.2607,2868
3317,0.2607,2869
1363,0.2606,2870
5342,0.2606,2871
2399,0.2605,2872
2135,0.2604,2873
2699,0.2603,2874
2469,0.2602,2875
724,0.2602,2876
3815,0.2601,2877
2876,0.2600,2878
5296,0.2600,2879
1734,0.2599,2880
5145,0.2598,2881
118,0.2598,2882
300,0.2598,2883
4821,0.2597,2884
3086,0.2596,2885
4109,0.2596,2886
1596,0.2596,2887
3316,0.2596,2888
3934,0.2596,2889
2382,0.2595,2890
2910,0.2594,2891
4475,0.2593,2892
3079,0.2593,2893
853,0.2593,2894
4307,0.2593,2895
3239,0.2592,2896
3458,0.2592,2897
4515,0.2591,2898
2579,0.2590,2899
1915,0.2589,2900
2455,0.2588,2901
5063,0.2588,2902
3995,0.2586,2903
4478,0.2586,2904
4405,0.2584,2905
368,0.2584,2906
5285,0.2583,2907
1111,0.2583,2908
3546,0.2582,2909
1053,0.2582,2910
2561,0.2581,2911
337,0.2581,2912
4560,0.2581,2913
1789,0.2581,2914
833,0.2579,2915
2772,0.2579,2916
1084,0.2579,2917
3105,0.2578,2918
1138,0.2577,2919
874,0.2576,2920
151,0.2575,2921
1290,0.2573,2922
4189,0.2572,2923
2906,0.2571,2924
1097,0.2571,2925
2924,0.2569,2926
1898,0.2569,2927
1289,0.2569,2928
3989,0.2569,2929
5196,0.2568,2930
1217,0.2564,2931
2892,0.2564,2932
145,0.2564,2933
83,0.2564,2934
3041,0.2563,2935
4600,0.2563,2936
4065,0.2560,2937
1027,0.2560,2938
3132,0.2560,2939
4862,0.2559,2940
54,0.2558,2941
5320,0.2556,2942
2960,0.2556,2943
63,0.2555,2944
4666,0.2554,2945
2013,0.2554,2946
1997,0.2553,2947
3049,0.2552,2948
1353,0.2551,2949
796,0.2549,2950
3146,0.2547,2951
3521,0.2543,2952
5321,0.2543,2953
5181,0.2543,2954
1247,0.2543,2955
2729,0.2540,2956
1424,0.2540,2957
915,0.2539,2958
1410,0.2537,2959
1057,0.2537,2960
5021,0.2537,2961
2000,0.2537,2962
458,0.2536,2963
5037,0.2536,2964
432,0.2534,2965
903,0.2530,2966
1347,0.2529,2967
2492,0.2529,2968
50,0.2529,2969
2688,0.2528,2970
4815,0.2528,2971
5174,0.2528,2972
2905,0.2528,2973
3846,0.2528,2974
4584,0.2528,2975
153,0.2528,2976
1314,0.2528,2977
1851,0.2527,2978
5311,0.2527,2979
4399,0.2526,2980
2966,0.2525,2981
2047,0.2525,2982
1117,0.2525,2983
2823,0.2525,2984
2389,0.2525,2985
3368,0.2524,2986
2016,0.2523,2987
2476,0.2522,2988
4277,0.2522,2989
59,0.2521,2990
2414,0.2519,2991
482,0.2518,2992
5386,0.2518,2993
280,0.2516,2994
1401,0.2516,2995
1871,0.2516,2996
5389,0.2515,2997
3746,0.2515,2998
3560,0.2515,2999
4557,0.2515,3000
1661,0.2515,3001
2564,0.2515,3002
3347,0.2514,3003
2742,0.2513,3004
4803,0.2513,3005
3444,0.2512,3006
781,0.2511,3007
1595,0.2510,3008
2421,0.2509,3009
3584,0.2509,3010
2256,0.2509,3011
487,0.2508,3012
4691,0.2507,3013
884,0.2507,3014
950,0.2506,3015
251,0.2505,3016
3250,0.2505,3017
734,0.2504,3018
5218,0.2504,3019
3254,0.2504,3020
2218,0.2503,3021
1377,0.2503,3022
1632,0.2503,3023
3110,0.2502,3024
2366,0.2502,3025
1482,0.2500,3026
1338,0.2500,3027
4774,0.2499,3028
850,0.2498,3029
4913,0.2497,3030
4962,0.2497,3031
867,0.2497,3032
4447,0.2496,3033
3838,0.2496,3034
3626,0.2496,3035
90,0.2495,3036
5214,0.2494,3037
1982,0.2494,3038
3959,0.2494,3039
2737,0.2494,3040
4386,0.2492,3041
2649,0.2492,3042
3761,0.2492,3043
4106,0.2492,3044
1967,0.2490,3045
2070,0.2490,3046
4216,0.2490,3047
3460,0.2490,3048
2069,0.2490,3049
2105,0.2489,3050
3180,0.2488,3051
3039,0.2485,3052
4946,0.2484,3053
287,0.2483,3054
660,0.2482,3055
1378,0.2480,3056
5261,0.2480,3057
1728,0.2479,3058
2139,0.2478,3059
856,0.2476,3060
3551,0.2476,3061
82,0.2474,3062
4472,0.2473,3063
4604,0.2473,3064
4179,0.2471,3065
3245,0.2470,3066
631,0.2470,3067
2418,0.2470,3068
4655,0.2470,3069
5030,0.2469,3070
4765,0.2469,3071
4167,0.2469,3072
200,0.2469,3073
3205,0.2468,3074
2166,0.2466,3075
4552,0.2465,3076
1315,0.2463,3077
1040,0.2463,3078
4433,0.2463,3079
4135,0.2463,3080
3561,0.2463,3081
2323,0.2462,3082
4674,0.2462,3083
2269,0.2462,3084
1059,0.2461,3085
3908,0.2459,3086
3376,0.2458,3087
2440,0.2455,3088
5283,0.2455,3089
3810,0.2454,3090
4738,0.2453,3091
4829,0.2453,3092
4838,0.2452,3093
4613,0.2452,3094
2354,0.2451,3095
1276,0.2451,3096
1699,0.2451,3097
1270,0.2451,3098
3702,0.2450,3099
48,0.2449,3100
1813,0.2447,3101
4375,0.2446,3102
4603,0.2446,3103
3805,0.2446,3104
3063,0.2446,3105
4013,0.2446,3106
95,0.2446,3107
5337,0.2445,3108
5081,0.2445,3109
3488,0.2444,3110
778,0.2444,3111
4879,0.2443,3112
3010,0.2443,3113
5129,0.2442,3114
1706,0.2441,3115
5242,0.2441,3116
4663,0.2441,3117
1723,0.2440,3118
4678,0.2439,3119
1412,0.2438,3120
1491,0.2437,3121
2,0.2437,3122
893,0.2433,3123
4150,0.2432,3124
3634,0.2432,3125
4453,0.2431,3126
556,0.2431,3127
4869,0.2431,3128
2853,0.2430,3129
2870,0.2430,3130
1164,0.2430,3131
4617,0.2429,3132
1686,0.2428,3133
4637,0.2428,3134
2022,0.2428,3135
3845,0.2426,3136
2586,0.2426,3137
388,0.2425,3138
609,0.2425,3139
4323,0.2425,3140
968,0.2423,3141
3178,0.2422,3142
4439,0.2422,3143
2541,0.2421,3144
2344,0.2421,3145
3417,0.2421,3146
3076,0.2420,3147
4860,0.2420,3148
366,0.2420,3149
4068,0.2420,3150
2274,0.2417,3151
3980,0.2417,3152
4088,0.2417,3153
4900,0.2416,3154
1969,0.2414,3155
350,0.2413,3156
827,0.2413,3157
5224,0.2412,3158
4622,0.2412,3159
1449,0.2412,3160
3298,0.2412,3161
5104,0.2411,3162
3976,0.2410,3163
4926,0.2410,3164
2825,0.2409,3165
3170,0.2408,3166
4178,0.2407,3167
5183,0.2406,3168
3594,0.2406,3169
971,0.2406,3170
2306,0.2405,3171
3420,0.2405,3172
782,0.2405,3173
2605,0.2405,3174
2535,0.2405,3175
3708,0.2403,3176
5167,0.2400,3177
2495,0.2399,3178
1980,0.2399,3179
1167,0.2398,3180
230,0.2398,3181
4248,0.2397,3182
4802,0.2397,3183
3972,0.2396,3184
4553,0.2396,3185
4537,0.2395,3186
5200,0.2393,3187
4672,0.2392,3188
750,0.2391,3189
2558,0.2391,3190
5014,0.2391,3191
4921,0.2389,3192
193,0.2388,3193
4975,0.2387,3194
2002,0.2386,3195
5237,0.2385,3196
2096,0.2385,3197
4274,0.2384,3198
3553,0.2384,3199
1837,0.2383,3200
2680,0.2383,3201
4749,0.2383,3202
1341,0.2382,3203
5079,0.2381,3204
3564,0.2381,3205
2170,0.2381,3206
2804,0.2381,3207
2277,0.2380,3208
39,0.2379,3209
2650,0.2379,3210
526,0.2378,3211
4123,0.2376,3212
870,0.2372,3213
1809,0.2371,3214
1077,0.2371,3215
2337,0.2371,3216
4665,0.2370,3217
4727,0.2370,3218
5377,0.2368,3219
1636,0.2367,3220
3279,0.2366,3221
3712,0.2366,3222
4138,0.2365,3223
4687,0.2364,3224
345,0.2364,3225
1176,0.2362,3226
4773,0.2362,3227
4918,0.2362,3228
5412,0.2361,3229
1238,0.2361,3230
4196,0.2361,3231
4038,0.2360,3232
4849,0.2359,3233
4629,0.2358,3234
3135,0.2357,3235
2988,0.2356,3236
2506,0.2356,3237
70,0.2356,3238
2234,0.2356,3239
1934,0.2356,3240
5396,0.2355,3241
3767,0.2355,3242
4284,0.2354,3243
5095,0.2354,3244
2812,0.2353,3245
1288,0.2353,3246
4002,0.2352,3247
1598,0.2352,3248
3505,0.2351,3249
4445,0.2351,3250
3557,0.2350,3251
4855,0.2350,3252
358,0.2349,3253
3986,0.2348,3254
5036,0.2348,3255
1538,0.2348,3256
3745,0.2347,3257
3423,0.2345,3258
883,0.2345,3259
4438,0.2344,3260
2644,0.2344,3261
1593,0.2343,3262
2299,0.2343,3263
3920,0.2341,3264
1222,0.2341,3265
348,0.2341,3266
1852,0.2338,3267
540,0.2338,3268
2150,0.2337,3269
3054,0.2336,3270
4246,0.2335,3271
1183,0.2335,3272
1293,0.2335,3273
2731,0.2333,3274
3820,0.2333,3275
4586,0.2331,3276
1625,0.2331,3277
3937,0.2331,3278
1245,0.2329,3279
980,0.2328,3280
4474,0.2326,3281
2985,0.2326,3282
2915,0.2325,3283
935,0.2324,3284
1416,0.2324,3285
2589,0.2324,3286
249,0.2322,3287
3719,0.2321,3288
1615,0.2321,3289
2584,0.2319,3290
32,0.2319,3291
1386,0.2318,3292
3898,0.2318,3293
4347,0.2318,3294
1993,0.2317,3295
5394,0.2316,3296
4327,0.2316,3297
2276,0.2315,3298
4612,0.2315,3299
3490,0.2314,3300
3385,0.2313,3301
1089,0.2312,3302
4544,0.2312,3303
2800,0.2312,3304
4337,0.2310,3305
3633,0.2310,3306
46,0.2310,3307
562,0.2309,3308
3763,0.2308,3309
1729,0.2307,3310
5234,0.2307,3311
4049,0.2307,3312
4363,0.2306,3313
1713,0.2306,3314
4753,0.2306,3315
5022,0.2305,3316
291,0.2305,3317
4377,0.2304,3318
3462,0.2304,3319
1961,0.2304,3320
2042,0.2304,3321
908,0.2303,3322
2669,0.2302,3323
1974,0.2302,3324
4743,0.2302,3325
3388,0.2301,3326
3525,0.2301,3327
1188,0.2300,3328
2607,0.2300,3329
4258,0.2300,3330
1457,0.2299,3331
4334,0.2297,3332
1307,0.2297,3333
1017,0.2297,3334
1890,0.2296,3335
1301,0.2296,3336
1516,0.2294,3337
1467,0.2294,3338
658,0.2294,3339
1156,0.2293,3340
5316,0.2291,3341
4697,0.2290,3342
743,0.2289,3343
685,0.2288,3344
4481,0.2285,3345
1558,0.2284,3346
1939,0.2284,3347
1960,0.2282,3348
2860,0.2281,3349
128,0.2281,3350
3296,0.2280,3351
1977,0.2279,3352
2955,0.2278,3353
3275,0.2278,3354
2375,0.2277,3355
1847,0.2276,3356
5138,0.2276,3357
3844,0.2273,3358
260,0.2273,3359
3830,0.2273,3360
1988,0.2272,3361
4776,0.2271,3362
3148,0.2269,3363
5157,0.2269,3364
1258,0.2268,3365
1620,0.2268,3366
3211,0.2268,3367
5293,0.2268,3368
1110,0.2267,3369
5000,0.2267,3370
1275,0.2266,3371
5062,0.2266,3372
2044,0.2266,3373
2146,0.2265,3374
5074,0.2264,3375
3649,0.2263,3376
5076,0.2262,3377
1034,0.2261,3378
1135,0.2259,3379
1844,0.2259,3380
1367,0.2257,3381
3442,0.2257,3382
975,0.2256,3383
385,0.2255,3384
2527,0.2255,3385
4652,0.2254,3386
174,0.2254,3387
4643,0.2253,3388
2668,0.2252,3389
4822,0.2252,3390
5017,0.2252,3391
80,0.2251,3392
2207,0.2250,3393
1244,0.2250,3394
1917,0.2250,3395
2103,0.2249,3396
896,0.2247,3397
3392,0.2247,3398
1541,0.2245,3399
2684,0.2245,3400
2093,0.2244,3401
5395,0.2244,3402
343,0.2244,3403
2439,0.2243,3404
1510,0.2242,3405
3113,0.2241,3406
3604,0.2241,3407
186,0.2240,3408
154,0.2240,3409
2777,0.2239,3410
4991,0.2238,3411
2196,0.2237,3412
3106,0.2236,3413
1256,0.2236,3414
4272,0.2236,3415
4048,0.2235,3416
2225,0.2235,3417
645,0.2234,3418
2453,0.2233,3419
4485,0.2232,3420
4266,0.2232,3421
873,0.2232,3422
4162,0.2231,3423
324,0.2230,3424
5034,0.2230,3425
5235,0.2230,3426
3999,0.2229,3427
3108,0.2228,3428
1190,0.2228,3429
341,0.2228,3430
4281,0.2227,3431
922,0.2227,3432
3643,0.2227,3433
3727,0.2226,3434
3181,0.2225,3435
5277,0.2225,3436
673,0.2224,3437
3668,0.2224,3438
4291,0.2224,3439
3537,0.2223,3440
1351,0.2223,3441
3992,0.2222,3442
2390,0.2222,3443
5270,0.2222,3444
395,0.2222,3445
4990,0.2221,3446
3675,0.2221,3447
539,0.2220,3448
213,0.2219,3449
1437,0.2218,3450
1853,0.2218,3451
2480,0.2217,3452
2270,0.2216,3453
1108,0.2216,3454
311,0.2214,3455
2397,0.2213,3456
1227,0.2212,3457
2156,0.2212,3458
3518,0.2212,3459
846,0.2211,3460
4530,0.2211,3461
1364,0.2210,3462
5035,0.2210,3463
1197,0.2208,3464
1806,0.2208,3465
735,0.2207,3466
1246,0.2206,3467
3083,0.2206,3468
1703,0.2206,3469
4115,0.2206,3470
36,0.2204,3471
4944,0.2203,3472
4483,0.2203,3473
2743,0.2202,3474
1076,0.2201,3475
4497,0.2200,3476
5215,0.2200,3477
1426,0.2200,3478
5258,0.2200,3479
13,0.2199,3480
3030,0.2198,3481
303,0.2198,3482
1832,0.2197,3483
3654,0.2197,3484
2006,0.2196,3485
5331,0.2196,3486
607,0.2195,3487
3565,0.2194,3488
4033,0.2194,3489
3562,0.2194,3490
3970,0.2193,3491
4297,0.2192,3492
1277,0.2190,3493
1517,0.2188,3494
2289,0.2188,3495
4789,0.2188,3496
2084,0.2188,3497
4887,0.2187,3498
2546,0.2187,3499
3782,0.2186,3500
4069,0.2186,3501
410,0.2185,3502
2598,0.2185,3503
709,0.2184,3504
2035,0.2184,3505
4673,0.2183,3506
1906,0.2182,3507
907,0.2182,3508
886,0.2182,3509
3772,0.2182,3510
129,0.2182,3511
3729,0.2180,3512
1994,0.2180,3513
5407,0.2180,3514
172,0.2180,3515
5116,0.2180,3516
1121,0.2179,3517
3837,0.2178,3518
1104,0.2178,3519
4398,0.2177,3520
932,0.2177,3521
525,0.2176,3522
508,0.2176,3523
3832,0.2175,3524
1045,0.2175,3525
1291,0.2174,3526
1675,0.2172,3527
1047,0.2172,3528
1759,0.2172,3529
1650,0.2170,3530
4252,0.2169,3531
1747,0.2168,3532
3952,0.2167,3533
3786,0.2167,3534
5289,0.2166,3535
3455,0.2166,3536
3082,0.2165,3537
1881,0.2165,3538
716,0.2165,3539
4227,0.2165,3540
4847,0.2163,3541
582,0.2163,3542
327,0.2162,3543
5088,0.2161,3544
1866,0.2161,3545
4126,0.2161,3546
700,0.2160,3547
4846,0.2160,3548
3374,0.2159,3549
4976,0.2159,3550
2716,0.2159,3551
4699,0.2159,3552
4473,0.2159,3553
2114,0.2158,3554
2209,0.2158,3555
3801,0.2157,3556
4200,0.2157,3557
4893,0.2157,3558
1553,0.2157,3559
1452,0.2156,3560
1560,0.2155,3561
3842,0.2155,3562
1102,0.2154,3563
5133,0.2154,3564
5002,0.2153,3565
4685,0.2153,3566
4487,0.2152,3567
3642,0.2151,3568
4539,0.2151,3569
2685,0.2150,3570
663,0.2149,3571
1741,0.2148,3572
855,0.2148,3573
1339,0.2147,3574
2312,0.2146,3575
463,0.2146,3576
373,0.2146,3577
1957,0.2142,3578
2078,0.2142,3579
997,0.2142,3580
1032,0.2139,3581
3890,0.2138,3582
2364,0.2138,3583
725,0.2137,3584
3669,0.2136,3585
2415,0.2135,3586
1985,0.2135,3587
4164,0.2134,3588
801,0.2134,3589
2198,0.2133,3590
2199,0.2131,3591
882,0.2130,3592
1870,0.2130,3593
3044,0.2130,3594
3323,0.2128,3595
2828,0.2128,3596
4681,0.2127,3597
2839,0.2127,3598
1300,0.2127,3599
1575,0.2126,3600
1688,0.2126,3601
1804,0.2126,3602
1835,0.2125,3603
5229,0.2125,3604
4479,0.2124,3605
729,0.2124,3606
436,0.2123,3607
4441,0.2123,3608
3671,0.2123,3609
942,0.2123,3610
1602,0.2122,3611
3940,0.2121,3612
3768,0.2121,3613
5253,0.2120,3614
5009,0.2119,3615
1407,0.2119,3616
5398,0.2118,3617
3484,0.2118,3618
4778,0.2116,3619
1046,0.2115,3620
3142,0.2115,3621
2046,0.2115,3622
1943,0.2114,3623
2410,0.2114,3624
4338,0.2113,3625
1272,0.2109,3626
2187,0.2109,3627
3599,0.2109,3628
1662,0.2108,3629
3095,0.2108,3630
3854,0.2107,3631
3114,0.2106,3632
877,0.2106,3633
517,0.2106,3634
3059,0.2105,3635
1181,0.2105,3636
2759,0.2105,3637
2226,0.2104,3638
2662,0.2102,3639
5199,0.2102,3640
4795,0.2102,3641
2696,0.2100,3642
41,0.2100,3643
4279,0.2099,3644
1755,0.2099,3645
448,0.2098,3646
4104,0.2098,3647
4988,0.2097,3648
4784,0.2097,3649
3538,0.2096,3650
3798,0.2096,3651
4020,0.2096,3652
492,0.2095,3653
1480,0.2095,3654
576,0.2093,3655
863,0.2092,3656
2275,0.2090,3657
1999,0.2090,3658
4499,0.2090,3659
5152,0.2089,3660
664,0.2088,3661
2239,0.2087,3662
4000,0.2087,3663
4873,0.2087,3664
3322,0.2087,3665
5360,0.2082,3666
1133,0.2082,3667
1815,0.2082,3668
3197,0.2081,3669
4814,0.2081,3670
1406,0.2080,3671
1800,0.2080,3672
832,0.2079,3673
504,0.2078,3674
3195,0.2078,3675
1052,0.2077,3676
2540,0.2076,3677
4296,0.2075,3678
4317,0.2073,3679
1148,0.2071,3680
2023,0.2071,3681
2992,0.2070,3682
764,0.2069,3683
723,0.2068,3684
2383,0.2068,3685
733,0.2068,3686
4573,0.2066,3687
2080,0.2065,3688
565,0.2064,3689
1140,0.2063,3690
284,0.2063,3691
3218,0.2062,3692
1262,0.2062,3693
563,0.2062,3694
2107,0.2062,3695
1731,0.2061,3696
2217,0.2057,3697
1030,0.2057,3698
1587,0.2057,3699
159,0.2056,3700
5,0.2054,3701
298,0.2054,3702
963,0.2053,3703
1444,0.2053,3704
1524,0.2053,3705
2859,0.2053,3706
5245,0.2052,3707
1606,0.2051,3708
100,0.2051,3709
3929,0.2051,3710
3235,0.2051,3711
3019,0.2051,3712
3046,0.2048,3713
4850,0.2047,3714
2675,0.2045,3715
1065,0.2045,3716
3556,0.2045,3717
408,0.2044,3718
2747,0.2043,3719
688,0.2042,3720
4324,0.2042,3721
3371,0.2042,3722
2896,0.2042,3723
2229,0.2042,3724
1101,0.2041,3725
2055,0.2040,3726
2861,0.2039,3727
1808,0.2038,3728
5029,0.2038,3729
4947,0.2038,3730
4917,0.2037,3731
3064,0.2036,3732
3670,0.2036,3733
45,0.2036,3734
5327,0.2035,3735
3574,0.2035,3736
3645,0.2035,3737
2847,0.2035,3738
5246,0.2034,3739
2261,0.2034,3740
4967,0.2033,3741
2254,0.2031,3742
635,0.2031,3743
2710,0.2028,3744
1078,0.2028,3745
4701,0.2028,3746
595,0.2027,3747
1234,0.2027,3748
5185,0.2025,3749
5077,0.2024,3750
1235,0.2024,3751
5233,0.2023,3752
2921,0.2022,3753
1223,0.2021,3754
1010,0.2021,3755
763,0.2020,3756
449,0.2018,3757
3103,0.2018,3758
818,0.2017,3759
3028,0.2017,3760
4199,0.2016,3761
103,0.2016,3762
4536,0.2015,3763
879,0.2015,3764
794,0.2014,3765
386,0.2013,3766
2677,0.2011,3767
3516,0.2008,3768
2242,0.2006,3769
1912,0.2006,3770
1816,0.2006,3771
4289,0.2005,3772
3583,0.2005,3773
4147,0.2004,3774
2888,0.2004,3775
5307,0.2003,3776
2522,0.2003,3777
3353,0.2001,3778
695,0.2001,3779
3808,0.1998,3780
714,0.1998,3781
2284,0.1997,3782
381,0.1995,3783
630,0.1995,3784
5031,0.1994,3785
2751,0.1993,3786
692,0.1993,3787
306,0.1993,3788
1691,0.1993,3789
3904,0.1992,3790
1935,0.1992,3791
4712,0.1991,3792
2417,0.1991,3793
1978,0.1991,3794
5213,0.1991,3795
3744,0.1989,3796
2958,0.1989,3797
948,0.1989,3798
4630,0.1989,3799
3982,0.1989,3800
705,0.1988,3801
1726,0.1988,3802
4627,0.1988,3803
361,0.1987,3804
3747,0.1987,3805
3130,0.1987,3806
332,0.1987,3807
4759,0.1987,3808
912,0.1986,3809
2723,0.1984,3810
3692,0.1984,3811
2251,0.1983,3812
4344,0.1983,3813
1685,0.1980,3814
707,0.1979,3815
1286,0.1979,3816
4442,0.1978,3817
3472,0.1977,3818
1966,0.1977,3819
4294,0.1975,3820
4407,0.1975,3821
3694,0.1974,3822
2309,0.1974,3823
3977,0.1974,3824
1134,0.1973,3825
1869,0.1972,3826
167,0.1971,3827
3262,0.1970,3828
329,0.1969,3829
3524,0.1968,3830
4155,0.1968,3831
687,0.1966,3832
1375,0.1966,3833
887,0.1965,3834
3002,0.1964,3835
1171,0.1964,3836
2485,0.1964,3837
629,0.1963,3838
792,0.1963,3839
2818,0.1962,3840
4961,0.1962,3841
3813,0.1961,3842
3945,0.1960,3843
4757,0.1960,3844
5087,0.1960,3845
3705,0.1960,3846
4517,0.1959,3847
4367,0.1959,3848
5082,0.1959,3849
2703,0.1958,3850
4706,0.1958,3851
5068,0.1958,3852
869,0.1957,3853
1435,0.1956,3854
1096,0.1956,3855
403,0.1956,3856
3379,0.1956,3857
1738,0.1955,3858
317,0.1955,3859
3356,0.1955,3860
4427,0.1953,3861
5304,0.1952,3862
2655,0.1952,3863
3800,0.1952,3864
2039,0.1951,3865
4808,0.1951,3866
3751,0.1951,3867
4212,0.1951,3868
3863,0.1950,3869
4686,0.1949,3870
1902,0.1948,3871
2121,0.1947,3872
1087,0.1947,3873
1797,0.1947,3874
1812,0.1946,3875
946,0.1945,3876
1545,0.1945,3877
4836,0.1945,3878
4671,0.1944,3879
4464,0.1944,3880
3071,0.1943,3881
5323,0.1943,3882
799,0.1942,3883
3601,0.1941,3884
2979,0.1941,3885
5220,0.1940,3886
2987,0.1939,3887
5052,0.1939,3888
4417,0.1939,3889
2363,0.1939,3890
5180,0.1938,3891
5018,0.1938,3892
4365,0.1938,3893
1044,0.1937,3894
768,0.1935,3895
2864,0.1935,3896
158,0.1935,3897
894,0.1934,3898
5373,0.1934,3899
3112,0.1934,3900
3531,0.1933,3901
1063,0.1932,3902
2739,0.1931,3903
3248,0.1929,3904
2683,0.1929,3905
5084,0.1928,3906
3009,0.1927,3907
1624,0.1925,3908
3398,0.1924,3909
2365,0.1924,3910
3655,0.1923,3911
1791,0.1923,3912
1141,0.1923,3913
1705,0.1923,3914
4330,0.1922,3915
4540,0.1922,3916
1833,0.1922,3917
2001,0.1920,3918
2700,0.1919,3919
3724,0.1919,3920
674,0.1919,3921
2205,0.1918,3922
3209,0.1917,3923
3219,0.1917,3924
279,0.1916,3925
5089,0.1916,3926
1132,0.1915,3927
1697,0.1914,3928
5202,0.1914,3929
1543,0.1913,3930
1218,0.1912,3931
5219,0.1910,3932
4777,0.1910,3933
4514,0.1909,3934
293,0.1909,3935
5318,0.1909,3936
3519,0.1907,3937
1698,0.1907,3938
843,0.1905,3939
4628,0.1905,3940
1950,0.1905,3941
2993,0.1904,3942
1216,0.1902,3943
1770,0.1901,3944
1671,0.1900,3945
1665,0.1900,3946
3680,0.1898,3947
747,0.1898,3948
3903,0.1898,3949
1544,0.1897,3950
2614,0.1896,3951
5168,0.1894,3952
1035,0.1894,3953
4015,0.1894,3954
992,0.1894,3955
4095,0.1893,3956
3969,0.1893,3957
3834,0.1893,3958
3606,0.1893,3959
4591,0.1892,3960
1285,0.1892,3961
4201,0.1891,3962
5268,0.1890,3963
4576,0.1890,3964
2886,0.1889,3965
511,0.1887,3966
